property_id,address,city,province,property_type,bedrooms,bathrooms,parking_spaces,size_sqm,erf_size_sqm,listing_price,listing_date,sale_date,sale_price,agent_id,status
1788,"913 Oak Drive, La Lucia",Durban,KwaZulu-Natal,Townhouse,2,2,1,249,337,2354660,2024-03-28,,,39,Listed
1789,"790 Main Street, Centurion",Pretoria,Gauteng,Apartment,3,1,2,119,0,2381207,2025-07-13,,,47,Under Offer
1790,"620 Church Lane, Framesby",Port Elizabeth,Eastern Cape,House,5,2.5,2,396,971,3112436,2025-03-11,,,5,Listed
1791,"5 Long Street, Newton Park",Port Elizabeth,Eastern Cape,Farm,5,5,4,504,94929,4542895,2023-11-11,,,39,Listed
1792,"490 Market Lane, Bishopscourt",Cape Town,Western Cape,House,3,1,4,341,661,3009643,2024-07-17,,,35,Withdrawn
1793,"876 Oak Lane, Umlazi",Durban,KwaZulu-Natal,Townhouse,3,2.5,2,128,164,1513458,2024-05-05,,,18,Listed
1794,"791 Beach Street, Fourways",Johannesburg,Gauteng,Apartment,1,1,2,111,0,1094559,2025-09-11,,,23,Listed
1795,"114 Main Lane, Framesby",Port Elizabeth,Eastern Cape,Apartment,1,1,2,148,0,1432449,2024-01-05,2024-04-17,1374500,42,Sold
1796,"80 Long Drive, Randburg",Johannesburg,Gauteng,Apartment,1,2.5,2,76,0,3093415,2025-02-03,2025-04-17,3164616,49,Sold
1797,"506 Victoria Drive, Umhlanga",Durban,KwaZulu-Natal,House,5,1,4,416,1038,1892799,2023-12-10,,,20,Listed
1798,"423 Victoria Lane, Sunnyside",Pretoria,Gauteng,Townhouse,3,2.5,1,230,383,2533253,2024-06-05,,,5,Under Offer
1799,"628 Beach Road, Midrand",Johannesburg,Gauteng,Commercial,0,6,30,211,4311,9406894,2025-04-03,2025-04-13,9645979,37,Sold
1800,"811 Long Avenue, Lynnwood",Pretoria,Gauteng,Apartment,1,1.5,2,105,0,1629250,2024-06-24,2024-09-04,1634327,21,Sold
1801,"792 High Avenue, Ballito",Durban,KwaZulu-Natal,Apartment,3,2,1,50,0,1466891,2024-01-14,2024-02-10,1488119,18,Sold
1802,"102 High Avenue, Randburg",Johannesburg,Gauteng,Apartment,2,2,1,56,0,1658771,2024-12-17,,,47,Listed
1803,"264 Station Street, Walmer",Port Elizabeth,Eastern Cape,House,3,1,1,145,1031,1574575,2025-03-04,2025-07-28,1540169,3,Sold
1804,"191 Victoria Avenue, Umlazi",Durban,KwaZulu-Natal,Apartment,2,2.5,1,62,0,1740998,2024-08-11,,,26,Withdrawn
1805,"798 Market Drive, Constantia",Cape Town,Western Cape,House,4,2.5,3,358,1095,5402122,2025-05-23,,,27,Listed
1806,"555 Jan Smuts Avenue, Phoenix",Durban,KwaZulu-Natal,Townhouse,4,2,2,199,310,2383424,2024-06-08,2024-11-01,2205476,19,Sold
1807,"322 Main Avenue, Parktown",Johannesburg,Gauteng,House,5,2.5,4,256,339,4811383,2024-07-20,,,42,Under Offer
1808,"957 Market Street, Summerstrand",Port Elizabeth,Eastern Cape,House,4,2.5,2,213,976,2548213,2024-12-17,,,22,Under Offer
1809,"872 Oak Street, Menlyn",Pretoria,Gauteng,Apartment,3,1,2,196,0,2349459,2023-12-04,,,24,Under Offer
1810,"475 Victoria Road, Bryanston",Johannesburg,Gauteng,House,4,2.5,2,165,474,3732474,2024-07-28,2024-12-17,3730184,9,Sold
1811,"278 Beach Road, Humewood",Port Elizabeth,Eastern Cape,House,3,4,4,178,1401,2714542,2024-08-02,,,20,Listed
1812,"559 Victoria Lane, Bishopscourt",Cape Town,Western Cape,Apartment,2,2.5,2,106,0,3141837,2025-08-27,,,19,Listed
1813,"466 Nelson Mandela Avenue, Centurion",Pretoria,Gauteng,Apartment,4,1,2,84,0,1597102,2025-01-27,,,34,Listed
1814,"975 Oak Avenue, Westville",Durban,KwaZulu-Natal,Apartment,3,2,2,106,0,2137420,2025-05-21,,,27,Listed
1815,"458 Market Drive, Fourways",Johannesburg,Gauteng,Townhouse,2,1.5,1,210,368,3204816,2024-12-18,,,14,Under Offer
1816,"290 Beach Drive, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,2,2,1,133,0,1696461,2023-11-18,,,36,Under Offer
1817,"288 Jan Smuts Road, Morningside",Durban,KwaZulu-Natal,Commercial,0,3,7,1963,3974,4449326,2024-06-03,,,32,Under Offer
1818,"946 Beach Lane, Walmer",Port Elizabeth,Eastern Cape,Apartment,2,1,2,170,0,994649,2024-12-16,,,7,Listed
1819,"941 Beach Drive, Greenbushes",Port Elizabeth,Eastern Cape,Commercial,0,3,30,1731,1152,9437675,2024-07-06,,,50,Listed
1820,"981 Beach Road, Arcadia",Pretoria,Gauteng,House,2,2,3,428,1137,3338792,2025-03-31,2025-06-10,3197219,37,Sold
1821,"355 Victoria Street, Newton Park",Port Elizabeth,Eastern Cape,Townhouse,2,2.5,1,225,398,1537041,2024-02-12,2024-03-19,1489830,35,Sold
1822,"840 Main Avenue, Morningside",Durban,KwaZulu-Natal,Apartment,4,2,1,149,0,2144116,2025-01-24,2025-03-10,2121976,23,Sold
1823,"308 Church Drive, Berea",Durban,KwaZulu-Natal,Townhouse,3,2,1,169,367,1760862,2024-10-08,2024-12-20,1598012,1,Sold
1824,"528 Victoria Street, Berea",Durban,KwaZulu-Natal,Townhouse,3,2.5,2,245,201,918941,2024-10-11,,,31,Listed
1825,"602 Main Avenue, Camps Bay",Cape Town,Western Cape,Farm,4,2,4,574,389708,10282306,2024-05-03,,,44,Withdrawn
1826,"810 Oak Drive, Framesby",Port Elizabeth,Eastern Cape,Apartment,3,2,1,62,0,1486758,2024-09-25,2024-12-07,1488867,47,Sold
1827,"176 Church Road, Clifton",Cape Town,Western Cape,House,3,2.5,1,269,1050,4668659,2025-05-16,,,26,Withdrawn
1828,"271 Main Road, Walmer",Port Elizabeth,Eastern Cape,House,3,2,2,159,315,2931381,2025-06-21,,,28,Listed
1829,"702 Long Road, Montana",Pretoria,Gauteng,Townhouse,2,2,1,163,232,2567715,2025-09-27,,,44,Withdrawn
1830,"608 Market Road, Fourways",Johannesburg,Gauteng,Apartment,4,1.5,1,198,0,1429259,2025-08-20,2025-11-06,1324229,37,Sold
1831,"7 Main Lane, Claremont",Cape Town,Western Cape,Apartment,4,2.5,1,126,0,1469713,2025-07-18,,,35,Listed
1832,"312 Jan Smuts Avenue, Claremont",Cape Town,Western Cape,House,5,2,3,221,345,2244841,2024-10-23,2024-12-04,2060171,36,Sold
1833,"491 Park Lane, Alexandra",Johannesburg,Gauteng,House,4,2,3,247,1295,4160285,2024-11-26,2025-02-13,4211175,32,Sold
1834,"435 Victoria Road, Green Point",Cape Town,Western Cape,Apartment,3,1.5,1,196,0,3349097,2024-10-04,,,27,Withdrawn
1835,"530 Park Avenue, Bellville",Cape Town,Western Cape,House,3,1,1,410,483,4414069,2023-12-21,,,6,Listed
1836,"981 Station Avenue, Umlazi",Durban,KwaZulu-Natal,Apartment,3,2.5,2,135,0,1999370,2024-08-08,,,40,Listed
1837,"815 Victoria Lane, Morningside",Durban,KwaZulu-Natal,House,4,2,3,158,614,2970839,2025-03-31,,,15,Listed
1838,"423 Main Avenue, Claremont",Cape Town,Western Cape,House,3,4,3,159,1043,5436696,2024-03-30,2024-07-30,5599830,27,Sold
1839,"115 Nelson Mandela Street, Sandton",Johannesburg,Gauteng,Apartment,2,2,2,59,0,1978269,2025-10-22,2025-12-10,1838895,26,Sold
1840,"609 Station Street, Bryanston",Johannesburg,Gauteng,House,3,2.5,1,225,1209,2395499,2024-01-01,,,43,Under Offer
1841,"654 High Drive, Bishopscourt",Cape Town,Western Cape,Apartment,2,1,2,175,0,3376085,2024-12-30,,,45,Listed
1842,"839 Victoria Street, Morningside",Durban,KwaZulu-Natal,House,3,2,3,306,603,2367729,2024-08-13,,,26,Withdrawn
1843,"135 Long Avenue, Parktown",Johannesburg,Gauteng,Townhouse,2,2.5,2,136,356,3810945,2025-06-30,2025-10-15,3916467,33,Sold
1844,"710 High Road, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,2,1.5,2,99,0,1059170,2024-01-28,,,39,Listed
1845,"304 Victoria Road, Phoenix",Durban,KwaZulu-Natal,Apartment,4,1.5,1,136,0,1324005,2025-08-17,2025-11-16,1204638,40,Sold
1846,"413 Victoria Lane, Durban North",Durban,KwaZulu-Natal,Apartment,2,1.5,1,140,0,1037858,2024-07-20,,,20,Listed
1847,"933 Station Road, Bellville",Cape Town,Western Cape,Townhouse,3,2,1,205,328,2684533,2025-08-18,,,40,Listed
1848,"563 Beach Avenue, Umhlanga",Durban,KwaZulu-Natal,Townhouse,3,2,1,113,359,1935012,2025-05-24,,,35,Listed
1849,"104 High Street, Alexandra",Johannesburg,Gauteng,House,3,2,3,309,1119,4300982,2025-02-14,,,43,Withdrawn
1850,"927 Church Road, Rosebank",Johannesburg,Gauteng,Apartment,3,1,2,68,0,1519576,2024-12-07,2025-06-01,1515333,8,Sold
1851,"127 Market Road, Bryanston",Johannesburg,Gauteng,Townhouse,4,1.5,2,100,364,2718617,2024-12-20,,,26,Listed
1852,"42 Station Street, Observatory",Cape Town,Western Cape,House,4,3,1,321,612,2701652,2024-08-05,2025-01-05,2801981,35,Sold
1853,"291 Station Street, Newton Park",Port Elizabeth,Eastern Cape,Farm,5,3,6,599,423863,2676462,2025-08-30,,,26,Under Offer
1854,"550 Station Road, Green Point",Cape Town,Western Cape,Townhouse,4,2,2,193,342,1626399,2025-03-08,2025-05-06,1625288,13,Sold
1855,"766 Long Avenue, Soweto",Johannesburg,Gauteng,Townhouse,3,2.5,2,143,161,2677451,2025-09-09,,,41,Listed
1856,"206 Church Avenue, Camps Bay",Cape Town,Western Cape,House,5,3,4,262,751,4880914,2025-01-13,,,49,Under Offer
1857,"992 Park Drive, Westville",Durban,KwaZulu-Natal,House,4,3,4,348,780,2094033,2025-01-24,,,32,Withdrawn
1858,"100 Station Drive, Walmer",Port Elizabeth,Eastern Cape,House,2,2.5,3,326,1278,2903218,2025-09-03,,,26,Listed
1859,"953 Victoria Lane, Roodepoort",Johannesburg,Gauteng,House,4,2,2,333,359,2917189,2025-04-13,2025-09-18,2905207,17,Sold
1860,"785 High Avenue, Lynnwood",Pretoria,Gauteng,Townhouse,2,2.5,2,202,168,2504915,2025-05-29,,,21,Listed
1861,"85 Market Road, Umlazi",Durban,KwaZulu-Natal,Apartment,2,1,2,182,0,989721,2025-05-08,2025-06-01,1024039,30,Sold
1862,"485 Main Street, Soweto",Johannesburg,Gauteng,Townhouse,3,2,1,247,232,3156430,2024-07-16,,,19,Listed
1863,"547 Beach Avenue, Parktown",Johannesburg,Gauteng,House,3,2,1,366,1024,5195210,2023-11-11,,,33,Under Offer
1864,"268 Church Drive, Berea",Durban,KwaZulu-Natal,Apartment,3,1,1,79,0,2148833,2024-12-04,2025-01-08,1941479,21,Sold
1865,"4 Nelson Mandela Road, Berea",Durban,KwaZulu-Natal,Townhouse,2,2,1,162,225,1048341,2025-02-20,,,29,Listed
1866,"922 Park Lane, Waterfront",Cape Town,Western Cape,Apartment,2,2.5,1,184,0,2627547,2024-10-23,,,14,Under Offer
1867,"280 Jan Smuts Drive, Summerstrand",Port Elizabeth,Eastern Cape,Apartment,3,1.5,1,174,0,1410910,2024-05-11,,,36,Withdrawn
1868,"646 Jan Smuts Drive, Midrand",Johannesburg,Gauteng,House,2,2.5,4,282,332,3209437,2024-07-21,,,21,Withdrawn
1869,"677 Victoria Lane, Silverton",Pretoria,Gauteng,Farm,3,2,4,255,431649,6486699,2024-09-30,,,26,Under Offer
1870,"658 Park Lane, Camps Bay",Cape Town,Western Cape,Apartment,3,1,2,75,0,2261187,2025-10-24,,,4,Withdrawn
1871,"793 Station Road, Camps Bay",Cape Town,Western Cape,House,4,3,2,254,730,2453490,2024-06-23,,,20,Listed
1872,"609 Main Street, Walmer",Port Elizabeth,Eastern Cape,House,3,2,4,210,1191,2603282,2025-04-19,,,12,Listed
1873,"203 Main Street, Arcadia",Pretoria,Gauteng,House,3,2,1,242,1370,2632354,2024-09-07,,,26,Withdrawn
1874,"574 Station Drive, Walmer",Port Elizabeth,Eastern Cape,House,5,2.5,3,161,1323,2943494,2024-01-20,,,36,Withdrawn
1875,"146 Station Drive, Observatory",Cape Town,Western Cape,House,4,3,4,125,612,4686259,2024-03-18,2024-05-06,4325072,11,Sold
1876,"263 Park Drive, Kabega Park",Port Elizabeth,Eastern Cape,House,3,1,2,154,1261,2175631,2025-06-06,,,46,Listed
1877,"710 Park Lane, Greenbushes",Port Elizabeth,Eastern Cape,Townhouse,3,2,1,223,162,1734670,2025-03-08,,,38,Listed
1878,"858 Beach Road, Waterfront",Cape Town,Western Cape,Apartment,3,2,1,189,0,1298960,2024-03-29,,,1,Listed
1879,"958 Market Lane, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,1,1,2,169,0,1326344,2025-04-22,2025-07-18,1367511,9,Sold
1880,"332 Market Road, Melrose",Johannesburg,Gauteng,House,4,2,3,398,380,3096824,2025-03-15,,,14,Under Offer
1881,"133 High Road, Parktown",Johannesburg,Gauteng,Apartment,3,1,1,138,0,2191493,2023-12-02,,,37,Withdrawn
1882,"26 Park Avenue, Umlazi",Durban,KwaZulu-Natal,Apartment,2,1.5,2,120,0,1380861,2025-04-13,,,15,Listed
1883,"266 Park Lane, Roodepoort",Johannesburg,Gauteng,House,4,2.5,2,395,327,3873189,2024-02-18,,,2,Listed
1884,"779 Market Avenue, Kabega Park",Port Elizabeth,Eastern Cape,Commercial,0,2,31,1560,4279,4557190,2024-03-16,,,1,Under Offer
1885,"605 Church Drive, Midrand",Johannesburg,Gauteng,House,4,2.5,1,269,792,4241925,2025-03-21,,,24,Under Offer
1886,"382 Station Lane, Parktown",Johannesburg,Gauteng,Apartment,4,2,1,74,0,2913686,2024-07-27,2024-09-09,2971243,1,Sold
1887,"570 Jan Smuts Street, Brooklyn",Pretoria,Gauteng,Commercial,0,6,19,1156,545,8981759,2025-08-17,,,6,Under Offer
1888,"551 Long Road, Walmer",Port Elizabeth,Eastern Cape,Apartment,2,2,1,62,0,1834596,2024-06-26,2024-10-13,1857896,32,Sold
1889,"322 High Lane, Ballito",Durban,KwaZulu-Natal,House,3,2.5,1,237,599,3043086,2024-07-12,,,19,Withdrawn
1890,"448 Jan Smuts Road, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,2,2,1,184,0,884760,2025-06-29,2025-10-13,909509,46,Sold
1891,"959 Church Drive, Observatory",Cape Town,Western Cape,Townhouse,2,2,2,144,217,1597744,2025-08-26,2025-09-02,1453355,14,Sold
1892,"126 Oak Drive, Soweto",Johannesburg,Gauteng,Apartment,3,1,1,66,0,2988049,2025-08-07,2026-01-15,2754147,36,Sold
1893,"910 Oak Lane, Durban North",Durban,KwaZulu-Natal,Apartment,2,1.5,1,179,0,1790393,2025-01-06,,,36,Listed
1894,"832 Park Lane, Humewood",Port Elizabeth,Eastern Cape,House,6,3,2,403,1197,2734900,2025-08-31,,,13,Under Offer
1895,"804 Victoria Drive, Framesby",Port Elizabeth,Eastern Cape,Townhouse,4,2,1,135,184,1660814,2025-08-29,2025-11-29,1526189,44,Sold
1896,"724 Market Street, Silverton",Pretoria,Gauteng,House,3,2.5,1,286,1159,3242707,2024-05-24,,,37,Listed
1897,"281 Main Drive, Summerstrand",Port Elizabeth,Eastern Cape,Apartment,2,1,1,136,0,1488576,2025-04-17,2025-06-27,1487239,10,Sold
1898,"626 Victoria Lane, Westville",Durban,KwaZulu-Natal,Townhouse,4,2,1,199,280,1497749,2024-04-24,,,31,Withdrawn
1899,"507 Nelson Mandela Street, Alexandra",Johannesburg,Gauteng,House,3,2,4,438,1005,4344574,2024-12-02,2025-02-26,4293077,6,Sold
1900,"731 Nelson Mandela Drive, Phoenix",Durban,KwaZulu-Natal,House,5,2,1,417,937,3513732,2024-11-16,2025-01-27,3580561,14,Sold
1901,"708 Nelson Mandela Lane, Durban North",Durban,KwaZulu-Natal,Townhouse,3,2,2,171,229,2253233,2025-08-16,,,42,Listed
1902,"20 Main Street, Phoenix",Durban,KwaZulu-Natal,Apartment,2,1.5,1,143,0,1024291,2025-06-05,,,49,Listed
1903,"373 Park Street, Green Point",Cape Town,Western Cape,Commercial,0,6,29,802,2623,18459766,2025-02-02,,,2,Listed
1904,"624 Beach Drive, Green Point",Cape Town,Western Cape,Apartment,2,2,2,95,0,2059232,2025-05-03,,,18,Withdrawn
1905,"550 Market Lane, Woodstock",Cape Town,Western Cape,House,6,3,2,417,1094,4258887,2024-11-12,,,20,Under Offer
1906,"205 Victoria Street, Umhlanga",Durban,KwaZulu-Natal,House,5,3,1,405,413,2407360,2025-09-20,,,49,Listed
1907,"11 Long Street, Constantia",Cape Town,Western Cape,Townhouse,4,1.5,2,225,229,2785473,2024-11-22,,,9,Listed
1908,"204 Nelson Mandela Avenue, Waterkloof",Pretoria,Gauteng,House,4,1,1,201,1356,2502575,2024-08-07,,,8,Withdrawn
1909,"565 Market Avenue, Woodstock",Cape Town,Western Cape,Apartment,4,2,2,195,0,1328845,2024-09-17,2024-12-27,1282941,39,Sold
1910,"735 Station Avenue, Waterkloof",Pretoria,Gauteng,Apartment,2,2,1,90,0,2099793,2025-03-13,,,37,Under Offer
1911,"889 High Avenue, Centurion",Pretoria,Gauteng,Townhouse,3,2,1,226,292,1523374,2024-04-16,,,35,Under Offer
1912,"923 Market Drive, Centurion",Pretoria,Gauteng,House,6,2.5,2,296,1422,2546425,2025-10-08,,,24,Listed
1913,"19 Oak Drive, Humewood",Port Elizabeth,Eastern Cape,House,5,3,4,319,312,1961769,2024-02-08,,,38,Listed
1914,"855 Park Street, Ballito",Durban,KwaZulu-Natal,Apartment,2,2,1,94,0,1050850,2025-07-23,,,43,Withdrawn
1915,"313 Victoria Avenue, Glenwood",Durban,KwaZulu-Natal,Townhouse,3,2,1,102,210,1451219,2023-12-22,,,43,Under Offer
1916,"523 Park Lane, Lovemore Heights",Port Elizabeth,Eastern Cape,Farm,4,2,7,287,184041,3582863,2025-07-26,2025-10-10,3276751,28,Sold
1917,"116 Park Drive, Midrand",Johannesburg,Gauteng,Farm,4,3,7,474,304027,10402582,2024-12-23,,,45,Listed
1918,"246 High Road, Sandton",Johannesburg,Gauteng,House,4,4,3,309,903,4096225,2024-09-06,,,11,Withdrawn
1919,"18 Market Street, Bellville",Cape Town,Western Cape,Apartment,3,1,2,123,0,1243645,2024-05-02,,,2,Listed
1920,"550 Nelson Mandela Avenue, Rosebank",Johannesburg,Gauteng,Apartment,2,1,2,73,0,1585014,2024-03-04,,,19,Listed
1921,"655 Nelson Mandela Lane, Parktown",Johannesburg,Gauteng,Townhouse,4,3,1,194,335,2173004,2025-07-22,,,14,Listed
1922,"376 Jan Smuts Road, Arcadia",Pretoria,Gauteng,Farm,3,3,3,242,104199,2705186,2024-11-12,2025-04-06,2809889,6,Sold
1923,"50 High Street, Sunnyside",Pretoria,Gauteng,Commercial,0,4,33,687,2069,9382618,2025-03-02,,,21,Listed
1924,"206 Jan Smuts Drive, Berea",Durban,KwaZulu-Natal,Farm,4,5,4,410,457173,4852455,2025-05-06,2025-09-15,4781965,46,Sold
1925,"688 Nelson Mandela Avenue, Glenwood",Durban,KwaZulu-Natal,Farm,4,3,8,470,197068,4943997,2025-04-07,,,38,Listed
1926,"443 Main Avenue, Waterkloof",Pretoria,Gauteng,Apartment,2,1.5,1,83,0,1279694,2025-02-11,2025-05-13,1305052,45,Sold
1927,"215 Nelson Mandela Drive, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,1,1.5,2,135,0,1101097,2025-09-04,,,11,Withdrawn
1928,"654 Beach Avenue, Soweto",Johannesburg,Gauteng,Apartment,2,1,2,167,0,1263200,2025-10-12,,,26,Listed
1929,"248 Church Lane, Montana",Pretoria,Gauteng,Apartment,2,2,2,62,0,2181070,2023-11-23,2023-12-08,2281110,14,Sold
1930,"447 Long Avenue, Woodstock",Cape Town,Western Cape,House,5,2.5,2,139,882,4937247,2024-10-02,2024-10-13,4770603,38,Sold
1931,"421 Market Avenue, Summerstrand",Port Elizabeth,Eastern Cape,Commercial,0,6,34,819,3382,7965069,2025-08-16,2025-09-05,7387947,14,Sold
1932,"191 Long Street, Soweto",Johannesburg,Gauteng,House,3,4,1,399,510,5028184,2025-07-22,,,14,Withdrawn
1933,"861 Church Street, Arcadia",Pretoria,Gauteng,Townhouse,2,2.5,1,240,205,1847050,2024-05-28,2024-06-18,1784249,16,Sold
1934,"14 Long Lane, Umlazi",Durban,KwaZulu-Natal,Townhouse,4,2,2,173,255,1760246,2024-08-26,2024-10-17,1595094,7,Sold
1935,"113 Jan Smuts Road, Roodepoort",Johannesburg,Gauteng,House,5,2.5,3,426,796,4524920,2025-04-17,2025-05-21,4206428,33,Sold
1936,"821 Long Street, Durban North",Durban,KwaZulu-Natal,Apartment,2,1.5,2,140,0,1268679,2024-04-19,,,15,Under Offer
1937,"148 Oak Street, La Lucia",Durban,KwaZulu-Natal,Commercial,0,5,13,1822,815,8625035,2024-12-09,2025-03-19,7876480,29,Sold
1938,"712 Market Avenue, Melrose",Johannesburg,Gauteng,House,3,2,2,335,986,2574500,2024-01-28,2024-05-25,2646656,47,Sold
1939,"773 Station Avenue, Silverton",Pretoria,Gauteng,Farm,4,3,4,556,294850,4445678,2025-10-06,,,39,Listed
1940,"612 Victoria Avenue, Walmer",Port Elizabeth,Eastern Cape,House,4,4,3,240,1065,1253771,2025-02-20,,,16,Listed
1941,"641 Market Street, Kabega Park",Port Elizabeth,Eastern Cape,Townhouse,2,2,2,147,397,1376625,2024-10-12,2024-11-06,1438858,31,Sold
1942,"431 Station Street, Parktown",Johannesburg,Gauteng,Commercial,0,6,8,1474,4323,16941540,2024-06-14,,,37,Listed
1943,"671 Main Avenue, Rosebank",Johannesburg,Gauteng,House,4,2.5,3,279,1178,3010672,2024-10-05,,,34,Under Offer
1944,"2 Main Street, La Lucia",Durban,KwaZulu-Natal,Farm,4,2,5,295,231063,5049862,2025-03-04,,,20,Listed
1945,"536 Church Avenue, Waterkloof",Pretoria,Gauteng,House,4,1,1,135,894,1824779,2024-03-05,,,27,Listed
1946,"107 Beach Lane, Hatfield",Pretoria,Gauteng,Apartment,2,1,2,85,0,1284728,2024-03-08,,,48,Under Offer
1947,"368 Victoria Drive, Melrose",Johannesburg,Gauteng,Apartment,1,2.5,2,136,0,2910878,2024-07-16,,,28,Withdrawn
1948,"47 Beach Lane, Bishopscourt",Cape Town,Western Cape,Farm,5,5,7,329,37294,5225368,2025-03-17,,,16,Under Offer
1949,"480 Jan Smuts Drive, Rosebank",Johannesburg,Gauteng,Townhouse,3,2.5,2,174,158,1663477,2024-05-20,,,16,Withdrawn
1950,"384 Victoria Street, Arcadia",Pretoria,Gauteng,Townhouse,3,3,2,122,308,2371602,2025-01-18,,,30,Withdrawn
1951,"354 Park Drive, Humewood",Port Elizabeth,Eastern Cape,House,4,4,4,151,605,1349948,2025-09-19,,,33,Listed
1952,"350 Beach Avenue, Lovemore Heights",Port Elizabeth,Eastern Cape,House,4,3,4,421,992,2458701,2024-06-23,,,27,Listed
1953,"950 Jan Smuts Avenue, Westville",Durban,KwaZulu-Natal,House,4,2,4,233,1471,1284967,2025-05-19,,,36,Listed
1954,"676 Oak Street, Bishopscourt",Cape Town,Western Cape,House,3,3,4,369,600,5024041,2024-11-30,,,2,Listed
1955,"592 Church Lane, Arcadia",Pretoria,Gauteng,Apartment,2,2,2,189,0,2030654,2024-01-24,2024-06-14,1999045,19,Sold
1956,"70 Victoria Avenue, Melrose",Johannesburg,Gauteng,Apartment,2,2,2,192,0,2940694,2024-02-20,,,25,Listed
1957,"952 Main Drive, Summerstrand",Port Elizabeth,Eastern Cape,Townhouse,3,1.5,2,152,291,1912001,2024-05-07,2024-07-01,1785078,26,Sold
1958,"625 Church Road, Framesby",Port Elizabeth,Eastern Cape,Apartment,1,1.5,1,183,0,1737019,2024-10-17,,,16,Withdrawn
1959,"35 Station Lane, Bishopscourt",Cape Town,Western Cape,Apartment,2,1,2,159,0,3262288,2024-04-26,,,8,Withdrawn
1960,"342 Oak Drive, Phoenix",Durban,KwaZulu-Natal,Townhouse,2,2.5,2,222,245,2000076,2023-12-26,,,13,Listed
1961,"287 Park Drive, Humewood",Port Elizabeth,Eastern Cape,Townhouse,3,2,2,241,181,1814976,2025-07-18,2025-09-06,1870112,26,Sold
1962,"286 Market Lane, Glenwood",Durban,KwaZulu-Natal,Apartment,2,1.5,1,169,0,1297883,2024-11-28,,,18,Listed
1963,"627 High Street, Bishopscourt",Cape Town,Western Cape,Townhouse,3,2.5,2,196,180,3542699,2024-08-31,,,2,Withdrawn
1964,"96 Park Drive, Sunnyside",Pretoria,Gauteng,House,4,2.5,2,436,1139,2295138,2024-04-25,,,25,Listed
1965,"180 Park Street, Centurion",Pretoria,Gauteng,Farm,3,4,8,210,239064,5847834,2025-01-26,,,15,Listed
1966,"294 Jan Smuts Drive, Newton Park",Port Elizabeth,Eastern Cape,Farm,3,2,8,572,354698,5023687,2024-04-18,,,22,Withdrawn
1967,"381 Church Drive, Alexandra",Johannesburg,Gauteng,Townhouse,2,1.5,2,227,373,3246591,2024-12-11,,,22,Listed
1968,"797 Station Street, Framesby",Port Elizabeth,Eastern Cape,Townhouse,3,2.5,2,223,340,2003464,2025-01-30,2025-03-19,1851061,39,Sold
1969,"531 Park Avenue, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,2,2.5,2,81,0,1296149,2023-11-19,,,23,Listed
1970,"131 High Avenue, Parktown",Johannesburg,Gauteng,House,3,4,1,294,572,3713206,2024-09-16,,,40,Under Offer
1971,"18 Market Drive, Waterfront",Cape Town,Western Cape,Townhouse,4,2,2,218,244,2960173,2025-07-14,2025-12-27,2690208,47,Sold
1972,"828 Church Road, La Lucia",Durban,KwaZulu-Natal,Townhouse,3,2,2,221,238,958175,2025-03-08,,,12,Listed
1973,"320 Park Drive, Rosebank",Johannesburg,Gauteng,Commercial,0,5,26,1072,1256,6959219,2025-01-02,,,20,Listed
1974,"829 Oak Drive, Mitchell's Plain",Cape Town,Western Cape,Commercial,0,3,6,1512,2394,8618883,2024-10-02,,,12,Listed
1975,"294 Oak Lane, Waterfront",Cape Town,Western Cape,House,3,1,3,305,1429,3590683,2024-11-25,,,27,Listed
1976,"521 Beach Road, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,3,1,2,81,0,1538737,2025-09-09,2025-11-01,1614382,40,Sold
